ServiceID,CarID,ServiceDate,ServiceType,Cost
1702,559,2022-12-14,Brake Inspection,976.0
1703,1275,2021-06-11,Oil Change,354.0
1704,152,2023-11-10,Engine Tune-up,1333.0
1705,738,2022-07-02,Oil Change,1398.0
1706,916,2021-02-22,Oil Change,679.0
1707,1819,2022-09-26,Brake Inspection,201.0
1708,960,2022-09-02,Brake Inspection,1479.0
1709,1786,2021-04-10,Brake Inspection,1068.0
1710,987,2022-08-10,Oil Change,484.0
1711,1821,2022-09-22,Oil Change,1268.0
1712,1378,2023-11-16,Tire Rotation,117.0
1713,733,2021-08-26,Oil Change,589.0
1714,1784,2024-01-06,Brake Inspection,643.0
1715,646,2021-12-11,Brake Inspection,935.0
1716,314,2023-10-31,Oil Change,566.0
1717,1378,2022-08-07,Oil Change,1361.0
1718,643,2021-12-05,Tire Rotation,843.0
1719,1258,2022-05-01,Engine Tune-up,718.0
1720,348,2022-07-21,Oil Change,1308.0
1721,318,2023-04-23,Engine Tune-up,1426.0
1722,1980,2021-07-31,Brake Inspection,1073.0
1723,1427,2022-09-16,Engine Tune-up,1320.0
1724,1562,2021-04-22,Oil Change,219.0
1725,271,2022-05-16,Brake Inspection,427.0
1726,1249,2022-02-11,Brake Inspection,1033.0
1727,894,2022-09-18,Brake Inspection,850.0
1728,1701,2023-03-26,Engine Tune-up,845.0
1729,1974,2021-04-14,Engine Tune-up,306.0
1730,1358,2021-12-24,Brake Inspection,449.0
1731,1529,2023-07-30,Engine Tune-up,310.0
1732,1258,2022-04-04,Tire Rotation,606.0
1733,878,2021-10-08,Oil Change,806.0
1734,1531,2022-05-02,Tire Rotation,115.0
1735,1455,2024-01-29,Brake Inspection,1072.0
1736,1922,2021-04-05,Engine Tune-up,216.0
1737,249,2022-12-11,Brake Inspection,955.0
1738,1342,2022-02-17,Tire Rotation,1321.0
1739,1511,2022-01-15,Oil Change,1391.0
1740,279,2023-12-28,Oil Change,171.0
1741,1069,2022-03-27,Engine Tune-up,254.0
1742,1363,2023-09-02,Brake Inspection,870.0
1743,125,2023-12-31,Brake Inspection,148.0
1744,1281,2022-05-24,Engine Tune-up,379.0
1745,940,2021-08-04,Brake Inspection,306.0
1746,2,2022-01-31,Tire Rotation,424.0
1747,417,2021-02-20,Engine Tune-up,756.0
1748,750,2022-05-11,Engine Tune-up,513.0
1749,108,2022-12-27,Brake Inspection,1495.0
1750,1107,2022-04-05,Oil Change,689.0
1751,475,2021-05-22,Tire Rotation,352.0
1752,934,2021-07-19,Engine Tune-up,125.0
1753,311,2022-07-19,Tire Rotation,1216.0
1754,204,2023-07-15,Brake Inspection,612.0
1755,976,2023-11-21,Tire Rotation,451.0
1756,1945,2022-07-09,Engine Tune-up,806.0
1757,339,2021-03-31,Tire Rotation,508.0
1758,1880,2021-06-07,Tire Rotation,910.0
1759,216,2021-04-06,Tire Rotation,1107.0
1760,1875,2022-10-03,Oil Change,727.0
1761,746,2023-10-18,Brake Inspection,965.0
1762,1029,2022-12-23,Engine Tune-up,232.0
1763,937,2023-02-23,Oil Change,411.0
1764,614,2021-06-29,Oil Change,856.0
1765,93,2023-09-24,Brake Inspection,1052.0
1766,1230,2021-05-17,Engine Tune-up,1038.0
1767,1020,2023-10-16,Oil Change,988.0
1768,1821,2021-07-09,Engine Tune-up,317.0
1769,87,2022-02-19,Engine Tune-up,504.0
1770,1579,2024-01-02,Engine Tune-up,1056.0
1771,1882,2022-10-14,Engine Tune-up,753.0
1772,1133,2021-12-13,Brake Inspection,1365.0
1773,1477,2023-05-14,Brake Inspection,257.0
1774,817,2022-07-15,Oil Change,1182.0
1775,1172,2023-04-22,Engine Tune-up,120.0
1776,75,2021-08-25,Tire Rotation,976.0
1777,1694,2021-10-07,Engine Tune-up,69.0
1778,858,2022-03-28,Oil Change,1157.0
1779,1895,2023-06-25,Oil Change,121.0
1780,1938,2023-05-11,Oil Change,1354.0
1781,1365,2021-11-28,Engine Tune-up,527.0
1782,861,2022-11-09,Brake Inspection,840.0
1783,104,2022-06-20,Brake Inspection,1164.0
1784,1554,2023-04-06,Tire Rotation,121.0
1785,121,2023-06-23,Engine Tune-up,277.0
1786,1700,2023-07-12,Engine Tune-up,1127.0
1787,712,2022-11-08,Engine Tune-up,781.0
1788,717,2023-05-04,Oil Change,1180.0
1789,666,2023-06-04,Tire Rotation,1437.0
1790,1914,2021-06-09,Oil Change,1343.0
1791,446,2021-08-04,Oil Change,284.0
1792,665,2022-01-26,Engine Tune-up,596.0
1793,887,2023-03-27,Engine Tune-up,949.0
1794,1601,2022-05-24,Oil Change,1457.0
1795,253,2022-06-12,Oil Change,580.0
1796,80,2022-12-22,Engine Tune-up,362.0
1797,1994,2023-12-17,Tire Rotation,1112.0
1798,1300,2023-08-23,Tire Rotation,1475.0
1799,895,2023-01-17,Oil Change,394.0
1800,809,2023-10-05,Oil Change,444.0
1801,627,2022-10-09,Brake Inspection,508.0
1802,483,2023-05-16,Tire Rotation,1027.0
1803,811,2022-08-26,Engine Tune-up,699.0
1804,166,2023-11-06,Engine Tune-up,581.0
1805,499,2023-11-30,Tire Rotation,476.0
1806,1621,2023-07-27,Tire Rotation,937.0
1807,27,2022-06-10,Tire Rotation,1464.0
1808,1115,2023-10-14,Oil Change,1362.0
1809,1558,2023-01-09,Oil Change,1070.0
1810,1774,2021-08-14,Engine Tune-up,277.0
1811,1559,2023-06-06,Brake Inspection,709.0
1812,734,2023-03-01,Engine Tune-up,1387.0
1813,334,2023-03-05,Tire Rotation,646.0
1814,1926,2021-04-10,Oil Change,828.0
1815,1546,2023-01-28,Oil Change,439.0
1816,710,2022-06-12,Brake Inspection,824.0
1817,370,2022-03-26,Oil Change,209.0
1818,190,2021-06-04,Engine Tune-up,506.0
1819,1641,2022-11-10,Brake Inspection,366.0
1820,1924,2021-11-03,Brake Inspection,662.0
1821,1430,2021-05-09,Engine Tune-up,644.0
1822,841,2023-05-13,Engine Tune-up,653.0
1823,825,2021-12-01,Oil Change,734.0
1824,463,2021-03-09,Oil Change,1199.0
1825,183,2023-01-12,Oil Change,466.0
1826,396,2022-05-15,Engine Tune-up,1285.0
1827,1321,2022-08-08,Brake Inspection,84.0
1828,479,2023-10-13,Tire Rotation,1330.0
1829,1035,2023-09-17,Engine Tune-up,1053.0
1830,1689,2022-09-25,Brake Inspection,194.0
1831,1010,2021-09-16,Oil Change,1011.0
1832,358,2023-06-08,Brake Inspection,470.0
1833,174,2023-11-08,Brake Inspection,255.0
1834,385,2021-11-17,Tire Rotation,554.0
1835,521,2022-01-25,Brake Inspection,509.0
1836,1335,2023-07-01,Brake Inspection,567.0
1837,1883,2021-05-03,Tire Rotation,672.0
1838,285,2021-05-24,Engine Tune-up,1275.0
1839,613,2024-01-19,Engine Tune-up,1009.0
1840,305,2023-05-10,Engine Tune-up,1485.0
1841,591,2021-06-11,Brake Inspection,286.0
1842,632,2021-07-03,Tire Rotation,1194.0
1843,1552,2023-12-24,Oil Change,530.0
1844,1719,2023-02-07,Brake Inspection,223.0
1845,596,2021-05-20,Engine Tune-up,200.0
1846,637,2023-09-19,Oil Change,860.0
1847,1320,2022-02-04,Engine Tune-up,521.0
1848,1977,2023-03-27,Tire Rotation,274.0
1849,850,2022-01-19,Tire Rotation,1342.0
1850,643,2022-06-23,Brake Inspection,234.0
1851,493,2022-03-18,Brake Inspection,760.0
1852,1809,2022-02-16,Brake Inspection,405.0
1853,1640,2022-03-06,Oil Change,528.0
1854,559,2022-04-25,Tire Rotation,1266.0
1855,204,2023-04-10,Engine Tune-up,214.0
1856,1582,2023-01-27,Oil Change,408.0
1857,152,2023-09-06,Oil Change,1351.0
1858,1462,2022-08-20,Oil Change,75.0
1859,1474,2022-11-10,Brake Inspection,1359.0
1860,1278,2021-09-10,Engine Tune-up,479.0
1861,1600,2021-04-14,Engine Tune-up,370.0
1862,49,2021-09-10,Tire Rotation,1195.0
1863,195,2022-07-19,Engine Tune-up,1042.0
1864,806,2021-11-14,Oil Change,525.0
1865,911,2021-05-11,Tire Rotation,918.0
1866,1698,2022-09-20,Tire Rotation,282.0
1867,1185,2021-08-05,Tire Rotation,1187.0
1868,972,2023-11-06,Engine Tune-up,1341.0
1869,694,2021-06-10,Oil Change,102.0
1870,487,2023-07-02,Brake Inspection,1294.0
1871,510,2022-04-23,Tire Rotation,1099.0
1872,1569,2021-04-16,Tire Rotation,751.0
1873,1445,2022-07-29,Engine Tune-up,1182.0
1874,416,2022-10-08,Brake Inspection,1307.0
1875,252,2023-01-19,Oil Change,1104.0
1876,569,2023-06-22,Brake Inspection,1054.0
1877,1542,2024-01-27,Oil Change,1287.0
1878,1130,2022-01-29,Brake Inspection,318.0
1879,320,2022-06-01,Oil Change,920.0
1880,1877,2023-04-29,Engine Tune-up,55.0
1881,445,2022-09-20,Oil Change,135.0
1882,265,2023-09-11,Brake Inspection,498.0
1883,519,2022-11-08,Oil Change,922.0
1884,1245,2021-02-18,Tire Rotation,1367.0
1885,895,2023-06-28,Oil Change,60.0
1886,246,2023-08-23,Brake Inspection,491.0
1887,1659,2023-07-30,Engine Tune-up,566.0
1888,1292,2022-01-04,Tire Rotation,1189.0
1889,135,2021-09-30,Tire Rotation,421.0
1890,1954,2023-05-02,Engine Tune-up,1013.0
1891,971,2021-04-25,Brake Inspection,279.0
1892,1478,2023-12-14,Tire Rotation,1257.0
1893,1227,2022-04-16,Engine Tune-up,1143.0
1894,84,2023-11-22,Oil Change,583.0
1895,1442,2021-07-30,Brake Inspection,695.0
1896,1974,2023-07-05,Oil Change,690.0
1897,1365,2024-02-05,Engine Tune-up,588.0
1898,576,2022-12-04,Brake Inspection,758.0
1899,214,2021-04-13,Brake Inspection,191.0
1900,1322,2021-10-29,Tire Rotation,340.0
1901,413,2022-11-25,Engine Tune-up,1272.0
1902,293,2023-07-20,Engine Tune-up,130.0
1903,545,2022-08-10,Oil Change,567.0
1904,49,2021-06-07,Oil Change,1331.0
1905,871,2021-03-13,Oil Change,501.0
1906,1266,2023-05-12,Brake Inspection,446.0
1907,1953,2022-08-27,Engine Tune-up,492.0
1908,1493,2023-11-14,Brake Inspection,221.0
1909,1075,2022-02-11,Engine Tune-up,752.0
1910,581,2021-12-27,Oil Change,537.0
1911,611,2023-05-24,Tire Rotation,309.0
1912,1744,2021-05-18,Brake Inspection,985.0
1913,40,2021-09-07,Tire Rotation,1138.0
1914,912,2022-09-17,Oil Change,83.0
1915,341,2023-12-29,Engine Tune-up,713.0
1916,1397,2021-11-07,Brake Inspection,1418.0
1917,915,2021-09-20,Tire Rotation,237.0
1918,866,2022-08-29,Oil Change,1390.0
1919,827,2022-04-27,Engine Tune-up,660.0
1920,1530,2022-10-12,Tire Rotation,1138.0
1921,305,2023-01-06,Oil Change,1355.0
1922,1888,2022-04-01,Oil Change,502.0
1923,1343,2023-09-24,Brake Inspection,243.0
1924,592,2023-07-01,Brake Inspection,1339.0
1925,1451,2022-05-16,Engine Tune-up,117.0
1926,1339,2023-11-19,Engine Tune-up,441.0
1927,418,2022-10-29,Tire Rotation,457.0
1928,393,2021-10-13,Oil Change,1354.0
1929,606,2023-11-27,Tire Rotation,1135.0
1930,820,2023-12-02,Brake Inspection,607.0
1931,1832,2022-09-16,Brake Inspection,237.0
1932,876,2023-05-17,Oil Change,1176.0
1933,210,2022-03-10,Tire Rotation,1024.0
1934,20,2022-07-07,Engine Tune-up,1014.0
1935,732,2021-03-18,Brake Inspection,1307.0
1936,64,2021-11-24,Oil Change,614.0
1937,1093,2021-07-25,Brake Inspection,704.0
1938,1026,2024-01-17,Tire Rotation,1338.0
1939,442,2023-02-11,Tire Rotation,949.0
1940,1570,2021-10-21,Tire Rotation,1169.0
1941,586,2023-06-16,Tire Rotation,409.0
1942,870,2023-03-28,Brake Inspection,652.0
1943,1757,2023-04-29,Brake Inspection,1278.0
1944,1283,2021-05-29,Brake Inspection,613.0
1945,451,2022-03-16,Oil Change,805.0
1946,1954,2023-05-02,Brake Inspection,758.0
1947,75,2021-04-01,Tire Rotation,878.0
1948,112,2023-06-21,Tire Rotation,1330.0
1949,1333,2024-01-14,Brake Inspection,278.0
1950,1886,2022-10-05,Engine Tune-up,717.0
1951,1503,2021-08-20,Brake Inspection,1055.0
1952,604,2022-07-10,Engine Tune-up,1353.0
1953,1653,2023-05-28,Engine Tune-up,452.0
1954,700,2021-04-30,Oil Change,1161.0
1955,1989,2022-09-26,Brake Inspection,591.0
1956,1338,2023-04-19,Oil Change,951.0
1957,1383,2021-06-25,Brake Inspection,605.0
1958,1582,2023-09-12,Tire Rotation,1010.0
1959,827,2023-02-15,Brake Inspection,1007.0
1960,1272,2022-12-14,Tire Rotation,1305.0
1961,1161,2023-03-09,Oil Change,1195.0
1962,824,2023-07-24,Brake Inspection,96.0
1963,8,2021-10-25,Engine Tune-up,1306.0
1964,793,2022-02-03,Oil Change,922.0
1965,1769,2023-05-12,Oil Change,1238.0
1966,291,2023-10-07,Tire Rotation,1347.0
1967,1717,2021-10-04,Oil Change,806.0
1968,228,2023-12-22,Brake Inspection,1351.0
1969,1492,2023-12-04,Engine Tune-up,395.0
1970,1763,2022-02-26,Brake Inspection,1094.0
1971,1432,2021-05-05,Engine Tune-up,1281.0
1972,1496,2022-03-03,Tire Rotation,1124.0
1973,1561,2023-04-30,Oil Change,1478.0
1974,1215,2021-11-23,Engine Tune-up,620.0
1975,39,2021-12-04,Tire Rotation,539.0
1976,561,2023-05-20,Engine Tune-up,750.0
1977,1099,2023-01-22,Tire Rotation,952.0
1978,740,2023-07-18,Oil Change,1032.0
1979,95,2023-05-10,Oil Change,469.0
1980,1421,2021-05-24,Brake Inspection,1159.0
1981,179,2021-07-02,Brake Inspection,321.0
1982,257,2021-05-21,Oil Change,629.0
1983,516,2023-07-03,Brake Inspection,1434.0
1984,1630,2023-03-02,Brake Inspection,503.0
1985,1236,2023-09-27,Tire Rotation,627.0
1986,527,2022-04-19,Tire Rotation,106.0
1987,236,2023-02-26,Tire Rotation,1348.0
1988,482,2021-04-27,Tire Rotation,1300.0
1989,1769,2023-04-08,Brake Inspection,1289.0
1990,637,2022-05-24,Brake Inspection,1071.0
1991,636,2022-07-02,Engine Tune-up,766.0
1992,1965,2021-06-15,Tire Rotation,1085.0
1993,1420,2021-08-26,Brake Inspection,1295.0
1994,612,2023-01-18,Brake Inspection,946.0
1995,387,2023-11-25,Tire Rotation,803.0
1996,1929,2021-12-21,Engine Tune-up,1442.0
1997,1631,2022-12-27,Tire Rotation,1244.0
1998,537,2021-11-10,Tire Rotation,244.0
1999,1417,2023-06-04,Engine Tune-up,1493.0
2000,570,2023-04-11,Engine Tune-up,1377.0
2001,787,2021-10-29,Tire Rotation,540.0
2002,921,2023-07-07,Brake Inspection,483.0
2003,587,2021-05-16,Tire Rotation,74.0
2004,290,2022-06-14,Oil Change,455.0
2005,117,2021-04-13,Engine Tune-up,776.0
2006,1276,2023-09-30,Oil Change,1136.0
2007,67,2022-10-17,Tire Rotation,498.0
2008,737,2022-11-20,Engine Tune-up,1495.0
2009,389,2023-07-29,Oil Change,339.0
2010,1540,2022-02-09,Oil Change,250.0
2011,880,2023-08-03,Tire Rotation,262.0
2012,832,2021-05-19,Oil Change,611.0
2013,223,2022-04-28,Engine Tune-up,1053.0
2014,1079,2021-06-16,Tire Rotation,1329.0
2015,1569,2023-10-18,Engine Tune-up,388.0
2016,832,2021-02-16,Engine Tune-up,79.0
2017,459,2021-12-10,Tire Rotation,230.0
2018,914,2021-06-30,Oil Change,281.0
2019,164,2023-05-17,Oil Change,1016.0
2020,1957,2022-04-28,Brake Inspection,105.0
2021,877,2023-09-15,Engine Tune-up,913.0
2022,1266,2022-03-31,Oil Change,658.0
2023,1311,2022-03-06,Oil Change,851.0
2024,655,2022-09-16,Oil Change,1061.0
2025,1940,2022-09-17,Brake Inspection,879.0
2026,1807,2022-01-06,Engine Tune-up,334.0
2027,4,2023-02-06,Engine Tune-up,1027.0
2028,833,2022-04-28,Brake Inspection,411.0
2029,292,2021-05-13,Oil Change,791.0
2030,1675,2023-05-31,Oil Change,1199.0
2031,1637,2023-07-09,Brake Inspection,679.0
2032,1353,2021-07-06,Oil Change,905.0
2033,1759,2022-09-25,Engine Tune-up,606.0
2034,1648,2021-04-13,Tire Rotation,622.0
2035,1687,2022-01-05,Tire Rotation,1019.0
2036,1886,2021-08-10,Engine Tune-up,759.0
2037,987,2024-01-22,Oil Change,1244.0
2038,733,2023-05-08,Tire Rotation,488.0
2039,557,2022-02-14,Engine Tune-up,862.0
2040,1384,2022-07-05,Brake Inspection,1097.0
2041,1615,2023-12-05,Engine Tune-up,1026.0
2042,949,2021-12-08,Engine Tune-up,878.0
2043,1932,2022-10-09,Tire Rotation,1420.0
2044,679,2021-12-09,Engine Tune-up,1353.0
2045,1505,2021-11-28,Engine Tune-up,603.0
2046,965,2021-03-19,Brake Inspection,803.0
2047,626,2021-05-08,Brake Inspection,638.0
2048,1305,2022-10-26,Oil Change,113.0
2049,465,2021-04-23,Brake Inspection,298.0
2050,1672,2024-02-10,Tire Rotation,711.0
2051,1513,2021-11-08,Tire Rotation,1499.0
2052,133,2021-05-03,Oil Change,1401.0
2053,1848,2022-03-30,Tire Rotation,672.0
2054,1517,2021-11-08,Brake Inspection,443.0
2055,1259,2023-05-04,Tire Rotation,438.0
2056,1642,2024-01-02,Engine Tune-up,1080.0
2057,1044,2022-05-31,Tire Rotation,237.0
2058,766,2021-07-11,Oil Change,816.0
2059,65,2022-12-08,Oil Change,683.0
2060,1217,2022-08-24,Oil Change,422.0
2061,300,2022-09-06,Engine Tune-up,696.0
2062,308,2021-06-06,Tire Rotation,663.0
2063,186,2021-03-20,Tire Rotation,309.0
2064,656,2023-05-19,Brake Inspection,1447.0
2065,1544,2022-02-03,Engine Tune-up,1086.0
2066,1166,2022-10-10,Brake Inspection,798.0
2067,1786,2021-02-13,Brake Inspection,377.0
2068,1972,2021-04-13,Engine Tune-up,1355.0
2069,1530,2023-02-13,Tire Rotation,551.0
2070,1368,2022-02-11,Engine Tune-up,569.0
2071,1863,2021-05-26,Engine Tune-up,986.0
2072,862,2022-03-21,Oil Change,87.0
2073,987,2023-07-31,Brake Inspection,852.0
2074,1066,2023-01-09,Engine Tune-up,599.0
2075,379,2023-01-03,Tire Rotation,101.0
2076,1775,2023-02-26,Oil Change,289.0
2077,461,2023-06-08,Brake Inspection,1019.0
2078,1455,2023-01-11,Tire Rotation,916.0
2079,869,2021-04-22,Brake Inspection,1393.0
2080,1267,2022-08-29,Brake Inspection,750.0
2081,145,2023-01-09,Oil Change,241.0
2082,320,2023-08-21,Oil Change,1221.0
2083,1780,2023-07-14,Tire Rotation,471.0
2084,730,2022-12-12,Engine Tune-up,768.0
2085,1508,2023-10-05,Oil Change,1151.0
2086,1459,2024-01-11,Engine Tune-up,1268.0
2087,1321,2023-05-21,Brake Inspection,237.0
2088,1128,2023-05-24,Engine Tune-up,1017.0
2089,1861,2021-09-10,Tire Rotation,572.0
2090,1377,2022-06-19,Oil Change,1090.0
2091,1662,2022-11-23,Oil Change,605.0
2092,1611,2023-07-14,Engine Tune-up,723.0
2093,1672,2022-11-30,Brake Inspection,376.0
2094,830,2021-05-25,Oil Change,400.0
2095,679,2022-12-05,Oil Change,1457.0
2096,1046,2022-10-01,Tire Rotation,716.0
2097,1858,2023-09-18,Brake Inspection,874.0
2098,1675,2022-11-06,Oil Change,1215.0
2099,1848,2023-07-08,Oil Change,797.0
2100,938,2022-12-06,Engine Tune-up,561.0
2101,1531,2021-08-11,Oil Change,844.0
2102,287,2021-05-20,Engine Tune-up,625.0
2103,347,2022-12-06,Tire Rotation,1420.0
2104,1540,2021-12-31,Brake Inspection,1421.0
2105,675,2023-07-26,Engine Tune-up,433.0
2106,1521,2023-08-29,Oil Change,779.0
2107,1189,2022-02-19,Oil Change,83.0
2108,1847,2022-12-05,Oil Change,1494.0
2109,912,2023-04-02,Oil Change,450.0
2110,1345,2023-07-10,Engine Tune-up,368.0
2111,1561,2022-06-18,Engine Tune-up,873.0
2112,991,2021-08-18,Engine Tune-up,1227.0
2113,205,2021-08-13,Oil Change,786.0
2114,476,2022-07-22,Tire Rotation,824.0
2115,248,2021-04-25,Brake Inspection,516.0
2116,1664,2023-10-09,Brake Inspection,847.0
2117,526,2023-12-31,Engine Tune-up,535.0
2118,82,2023-04-07,Tire Rotation,1120.0
2119,902,2022-01-17,Tire Rotation,1279.0
2120,1663,2023-06-19,Brake Inspection,852.0
2121,706,2022-09-13,Tire Rotation,1204.0
2122,1691,2023-06-07,Brake Inspection,854.0
2123,678,2021-04-15,Brake Inspection,1180.0
2124,273,2022-03-10,Engine Tune-up,707.0
2125,1218,2023-05-17,Brake Inspection,1181.0
2126,1988,2021-06-23,Oil Change,1152.0
2127,1285,2022-10-17,Brake Inspection,278.0
2128,156,2024-02-10,Brake Inspection,82.0
2129,181,2021-04-26,Engine Tune-up,298.0
2130,522,2022-08-13,Oil Change,401.0
2131,1082,2023-09-09,Oil Change,1054.0
2132,1083,2023-11-05,Brake Inspection,663.0
2133,74,2022-11-29,Brake Inspection,1329.0
2134,704,2022-05-31,Engine Tune-up,1127.0
2135,1051,2024-01-15,Oil Change,806.0
2136,640,2023-05-28,Tire Rotation,250.0
2137,759,2023-09-20,Brake Inspection,329.0
2138,392,2023-01-05,Tire Rotation,1086.0
2139,984,2023-08-30,Brake Inspection,1105.0
2140,733,2021-06-14,Engine Tune-up,62.0
2141,594,2022-10-31,Brake Inspection,591.0
2142,541,2021-07-09,Tire Rotation,879.0
2143,938,2023-12-22,Oil Change,607.0
2144,1190,2022-06-05,Tire Rotation,902.0
2145,1735,2023-04-17,Brake Inspection,194.0
2146,829,2023-01-28,Engine Tune-up,1494.0
2147,238,2022-04-15,Oil Change,1133.0
2148,799,2022-09-01,Oil Change,1238.0
2149,966,2022-12-16,Oil Change,1109.0
2150,610,2022-03-31,Engine Tune-up,919.0
2151,1693,2022-07-08,Engine Tune-up,550.0
2152,603,2021-12-26,Oil Change,985.0
2153,151,2022-11-07,Brake Inspection,661.0
2154,1969,2023-01-22,Oil Change,1411.0
2155,1012,2023-11-03,Engine Tune-up,1373.0
2156,586,2023-10-04,Engine Tune-up,967.0
2157,1128,2022-07-25,Oil Change,1158.0
2158,1134,2021-07-16,Engine Tune-up,349.0
2159,459,2022-04-02,Oil Change,815.0
2160,221,2023-01-08,Engine Tune-up,451.0
2161,1987,2023-10-17,Tire Rotation,190.0
2162,177,2023-10-10,Tire Rotation,777.0
2163,1606,2023-01-13,Brake Inspection,763.0
2164,1619,2021-02-22,Brake Inspection,473.0
2165,626,2022-02-23,Oil Change,151.0
2166,232,2023-07-20,Oil Change,1249.0
2167,1761,2023-12-08,Engine Tune-up,773.0
2168,1267,2021-09-28,Oil Change,1445.0
2169,1856,2022-07-29,Oil Change,1040.0
2170,741,2024-01-31,Oil Change,945.0
2171,186,2022-04-02,Oil Change,550.0
2172,965,2022-09-05,Tire Rotation,1263.0
2173,930,2022-01-01,Tire Rotation,895.0
2174,268,2022-10-18,Tire Rotation,1414.0
2175,728,2021-05-12,Oil Change,1173.0
2176,1165,2022-12-26,Oil Change,1020.0
2177,812,2021-10-24,Engine Tune-up,1142.0
2178,289,2023-06-30,Tire Rotation,163.0
2179,144,2022-11-01,Engine Tune-up,916.0
2180,1617,2023-03-26,Brake Inspection,562.0
2181,29,2022-11-03,Brake Inspection,797.0
2182,252,2023-10-25,Oil Change,1093.0
2183,1717,2022-03-08,Oil Change,1270.0
2184,1308,2023-11-06,Engine Tune-up,52.0
2185,680,2021-10-02,Brake Inspection,146.0
2186,1139,2023-07-25,Oil Change,1089.0
2187,1232,2022-04-19,Tire Rotation,1189.0
2188,1477,2023-05-29,Oil Change,368.0
2189,1762,2023-04-24,Brake Inspection,641.0
2190,8,2021-03-28,Brake Inspection,88.0
2191,1009,2022-10-30,Engine Tune-up,1023.0
2192,734,2023-09-08,Tire Rotation,288.0
2193,1082,2023-08-27,Engine Tune-up,603.0
2194,858,2023-12-12,Engine Tune-up,817.0
2195,1356,2023-11-29,Oil Change,1136.0
2196,1731,2023-12-17,Oil Change,77.0
2197,1812,2022-10-12,Brake Inspection,283.0
2198,1603,2021-07-26,Engine Tune-up,356.0
2199,1073,2023-01-20,Tire Rotation,453.0
2200,521,2022-12-06,Brake Inspection,582.0
2201,249,2023-05-08,Engine Tune-up,957.0
2202,227,2024-02-06,Brake Inspection,688.0
2203,460,2022-09-26,Brake Inspection,422.0
2204,1711,2022-10-25,Tire Rotation,233.0
2205,1181,2023-09-17,Engine Tune-up,1128.0
2206,1899,2022-10-26,Brake Inspection,1327.0
2207,1493,2022-06-11,Tire Rotation,90.0
2208,243,2023-08-20,Brake Inspection,1457.0
2209,1472,2023-01-16,Engine Tune-up,153.0
2210,873,2022-04-05,Tire Rotation,737.0
2211,1891,2023-03-29,Oil Change,358.0
2212,1108,2021-10-16,Brake Inspection,716.0
2213,1575,2022-07-23,Engine Tune-up,774.0
2214,1951,2022-04-29,Tire Rotation,261.0
2215,228,2022-01-04,Oil Change,278.0
2216,1622,2023-01-01,Oil Change,258.0
2217,163,2023-04-27,Brake Inspection,224.0
2218,21,2023-03-28,Engine Tune-up,555.0
2219,610,2021-09-25,Engine Tune-up,933.0
2220,1854,2023-06-25,Oil Change,173.0
2221,1874,2022-11-15,Engine Tune-up,327.0
2222,649,2021-08-03,Engine Tune-up,974.0
2223,236,2023-06-05,Brake Inspection,1263.0
2224,1640,2023-04-18,Brake Inspection,977.0
2225,696,2023-03-09,Tire Rotation,665.0
2226,1435,2023-07-15,Oil Change,449.0
2227,957,2021-06-04,Tire Rotation,1281.0
2228,244,2021-09-02,Engine Tune-up,1138.0
2229,1815,2021-12-18,Tire Rotation,278.0
2230,1375,2023-06-16,Oil Change,812.0
2231,465,2022-11-05,Oil Change,105.0
2232,1702,2023-03-25,Tire Rotation,804.0
2233,1630,2022-04-21,Oil Change,606.0
2234,508,2023-09-05,Oil Change,363.0
